height,reach,weight,primary_division,basic_info_hometown,basic_info_name,basic_info_nationality,basic_info_nickname,fight_history_professional_count,fight_history_professional_draw_count,fight_history_professional_loss_count,fight_history_professional_nc_count,fight_history_professional_win_count,record_summary_draws,record_summary_losses_decision_percentage,record_summary_losses_decisions,record_summary_losses_knockouts,record_summary_losses_ko_percentage,record_summary_losses_others,record_summary_losses_submission_percentage,record_summary_losses_submissions,record_summary_losses_total,record_summary_no_contests,record_summary_wins_decision_percentage,record_summary_wins_decisions,record_summary_wins_knockouts,record_summary_wins_ko_percentage,record_summary_wins_others,record_summary_wins_submission_percentage,record_summary_wins_submissions,record_summary_wins_total,record_summary_win_ratio
177.8,180.34,83.91452,Middleweight,"Joliet, Illinois",Jimmy Fritz,United States,The Freak,4,0,2,0,2,0,0,0,1,50,0,50,1,2,0,50,1,0,0,0,50,1,2,0.5
175.26,177.8,69.853168,Lightweight,"Cincinnati, Ohio",Jorge Gurgel,United States,J.G.,24,0,10,0,14,0,60,6,2,20,0,20,2,10,0,28,4,0,0,0,71,10,14,0.5833333333333334
175.26,177.8,61.23492,Bantamweight,"Woonsocket, Rhode Island",Andre Soukhamthath,United States,The Asian Sensation,24,0,10,0,14,0,100,10,0,0,0,0,0,10,0,21,3,8,57,0,21,3,14,0.5833333333333334
167.64,170.18,77.11064,Welterweight,"Tulsa, Oklahoma",Mikey Burnett,United States,The Eastside Assassin,7,0,2,0,5,0,50,1,1,50,0,0,0,2,0,40,2,1,20,0,40,2,5,0.7142857142857143
170.18,172.72,61.23492,Bantamweight,"Pharr, Texas",Adan de la Garza,United States,,4,0,3,0,1,0,66,2,0,0,0,33,1,3,0,100,1,0,0,0,0,0,1,0.25
175.26,177.8,70.30676,Lightweight,"Los Angeles, California",Gerald Strebendt,United States,The Finishing Machine,16,0,7,0,9,0,0,0,4,57,0,42,3,7,0,0,0,1,11,0,88,8,9,0.5625
175.26,177.8,70.30676,Lightweight,"Toronto, Ontario",Mark Bocek,Canada,,17,0,5,0,12,0,60,3,1,20,0,20,1,5,0,33,4,1,8,0,58,7,12,0.7058823529411765
177.8,180.34,61.23492,Bantamweight,Zacatecas,Cristian Quinonez,Mexico,El Nino Problema,23,0,5,0,18,0,0,0,2,40,0,60,3,5,0,27,5,10,55,0,16,3,18,0.782608695652174
182.88,185.42,77.11064,Welterweight,Kyiv,Pavel Kusch,Ukraine,,31,0,8,0,23,0,25,2,6,75,0,0,0,8,0,0,0,7,30,0,69,16,23,0.7419354838709677
172.72,175.26,70.30676,Lightweight,"St. Paul, Minnesota",Nik Lentz,United States,The Carny,45,2,12,1,30,2,58,7,3,25,0,16,2,12,1,36,11,11,36,0,26,8,30,0.7142857142857143
182.88,185.42,113.398,Heavyweight,,Carl Pope,United States,,5,0,4,0,1,0,0,0,1,25,0,75,3,4,0,0,0,0,0,0,100,1,1,0.2
170.18,172.72,61.688512,Featherweight,"Caldwell, Idaho",Vince Morales,United States,Vandetta,26,0,10,0,16,0,70,7,1,10,0,20,2,10,0,25,4,7,43,0,31,5,16,0.6153846153846154
180.34,182.88,61.688512,Featherweight,"Jeonju, North Jeolla Province",Kyu Sung Kim,South Korea,,18,0,6,0,12,0,50,3,2,33,0,16,1,6,0,16,2,8,66,0,16,2,12,0.6666666666666666
182.88,185.42,77.11064,Welterweight,"Tangshan, Hebei",Kenan Song,China,The Assassin,31,0,9,0,22,0,44,4,5,55,0,0,0,9,0,18,4,9,40,0,40,9,22,0.7096774193548387
177.8,180.34,70.30676,Lightweight,"Sao Paulo, Sao Paulo",Gabriel Miglioli,Brazil,Gabe,18,0,9,0,9,0,55,5,3,33,1,0,0,9,0,22,2,7,77,0,0,0,9,0.5
162.56,165.1,52.16308,Strawweight,"Japeri, Rio de Janeiro",Alexia Thainara,Brazil,Burguesinha,13,0,1,0,12,0,0,0,0,0,0,100,1,1,0,33,4,1,8,0,58,7,12,0.9230769230769231
180.34,182.88,83.91452,Middleweight,"Tucson, Arizona",Shane Johnson,United States,Battle Cat,14,0,5,0,9,0,20,1,4,80,0,0,0,5,0,0,0,3,33,0,66,6,9,0.6428571428571429
175.26,177.8,65.77083999999999,Featherweight,"Los Angeles, California",Rob Gooch,United States,,10,1,5,0,4,1,20,1,1,20,0,60,3,5,0,50,2,0,0,0,50,2,4,0.4444444444444444
180.34,182.88,86.18248,Light Heavyweight,"Oakdale, California",Randall Wallace,United States,Buddy,33,1,10,0,22,1,40,4,1,10,0,50,5,10,0,13,3,9,40,0,45,10,22,0.6875
177.8,180.34,77.11064,Welterweight,Nancy,Orlando Wiet,France,The Gladiator,6,0,5,0,1,0,0,0,1,20,0,80,4,5,0,0,0,1,100,0,0,0,1,0.16666666666666666
160.02,162.56,52.616672,Flyweight,"Manaus, Amazonas",Jaqueline Amorim,Brazil,,10,0,1,0,9,0,100,1,0,0,0,0,0,1,0,0,0,2,22,0,77,7,9,0.9
177.8,180.34,77.11064,Welterweight,"Ontario, California",Romie Aram,United States,,8,0,1,0,7,0,100,1,0,0,0,0,0,1,0,57,4,2,28,0,14,1,7,0.875
170.18,172.72,65.77083999999999,Featherweight,"Suginami, Tokyo",Tatsuya Ando,Japan,,19,1,4,0,14,1,50,2,1,25,0,25,1,4,0,21,3,7,50,0,28,4,14,0.7777777777777778
175.26,177.8,61.23492,Bantamweight,"Calgary, Alberta",Jesse Arnett,Canada,Big Cat,31,0,11,0,20,0,18,2,4,36,0,45,5,11,0,25,5,5,25,0,50,10,20,0.6451612903225806
190.5,193.04,77.11064,Welterweight,"Weslaco, Texas",Gilbert Urbina,United States,,10,0,3,0,7,0,33,1,1,33,0,33,1,3,0,42,3,2,28,0,28,2,7,0.7
170.18,172.72,56.699,Flyweight,"Anchorage, Alaska",Lauren Murphy,United States,Lucky,22,0,6,0,16,0,83,5,1,16,0,0,0,6,0,43,7,8,50,0,6,1,16,0.7272727272727273
180.34,182.88,61.23492,Bantamweight,"Las Vegas, Nevada",Chris Holdsworth,United States,Holds It Down,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,83,5,6,1.0
170.18,172.72,56.699,Flyweight,"Paramus, New Jersey",Michael Murray,United States,,6,0,1,0,5,0,100,1,0,0,0,0,0,1,0,0,0,1,20,0,80,4,5,0.8333333333333334
170.18,172.72,66.224432,Lightweight,"Conselheiro Lafaiete, Minas Gerais",Geraldo de Freitas Jr.,Brazil,The Spartan,22,0,8,0,14,0,87,7,1,12,0,0,0,8,0,21,3,4,28,0,50,7,14,0.6363636363636364
182.88,185.42,77.11064,Welterweight,"Belo Horizonte, Minas Gerais",Guilherme Vasconcelos,Brazil,Bomba,16,0,6,0,10,0,100,6,0,0,0,0,0,6,0,0,0,5,50,0,50,5,10,0.625
167.64,170.18,67.585208,Lightweight,"Atlanta, Georgia",Diego Saraiva,United States,The Octopus,43,1,20,0,22,1,75,15,5,25,0,0,0,20,0,18,4,4,18,0,63,14,22,0.5238095238095238
175.26,177.8,83.91452,Middleweight,"Franklin, Ohio",Trevor Garrett,United States,The Experiment,21,0,13,0,8,0,15,2,2,15,0,69,9,13,0,12,1,3,37,0,50,4,8,0.38095238095238093
190.5,193.04,92.98636,Light Heavyweight,"Sydney, New South Wales",Tyson Pedro,Australia,,15,0,5,0,10,0,60,3,1,20,0,20,1,5,0,0,0,5,50,0,50,5,10,0.6666666666666666
182.88,185.42,77.11064,Welterweight,"Cobleskill, New York",Matt Arroyo,United States,No Regard,6,0,3,0,3,0,33,1,2,66,0,0,0,3,0,0,0,0,0,0,100,3,3,0.5
170.18,172.72,61.23492,Bantamweight,"Sao Paulo, Sao Paulo",Thomas Almeida,Brazil,Thominhas,27,0,5,0,22,0,40,2,3,60,0,0,0,5,0,4,1,17,77,0,18,4,22,0.8148148148148148
182.88,185.42,83.91452,Middleweight,"Minneapolis, Minnesota",Bryan Barberena,United States,Bam Bam,30,0,12,0,18,0,50,6,2,16,0,33,4,12,0,27,5,11,61,0,11,2,18,0.6
185.42,187.96,70.30676,Lightweight,Iowa,Jordin Hinman,United States,,15,0,6,0,9,0,33,2,1,16,0,50,3,6,0,0,0,7,77,0,22,2,9,0.6
177.8,180.34,83.91452,Middleweight,Vienna,Branimir Radosavljevic,Austria,Gorilla,5,0,3,0,2,0,33,1,0,0,0,66,2,3,0,0,0,2,100,0,0,0,2,0.4
180.34,182.88,77.11064,Welterweight,"Florianopolis, Santa Catarina",Joao Zeferino,Brazil,The Brazilian Samurai,37,0,11,0,26,0,63,7,4,36,0,0,0,11,0,19,5,4,15,0,65,17,26,0.7027027027027027
185.42,187.96,150.592544,Heavyweight,"Cleveland, Ohio",Dan Bobish,United States,The Bull,26,0,9,0,17,0,0,0,6,66,0,33,3,9,0,0,0,9,52,0,47,8,17,0.6538461538461539
180.34,182.88,77.11064,Welterweight,"Bordentown, New Jersey",Ricardo Almeida,United States,Big Dog,18,0,5,0,13,0,40,2,1,20,1,20,1,5,0,61,8,0,0,0,38,5,13,0.7222222222222222
175.26,177.8,68.0388,Lightweight,"Ontario, California",Joe Camacho,United States,JC Plentee of Skills,35,3,19,0,13,3,57,11,4,21,0,21,4,19,0,23,3,7,53,0,23,3,13,0.40625
177.8,180.34,77.11064,Welterweight,"Fortaleza, Ceara",Marcus Aurelio,Brazil,Maximus,32,0,10,0,22,0,100,10,0,0,0,0,0,10,0,13,3,5,22,0,63,14,22,0.6875
170.18,172.72,70.30676,Lightweight,"Lucknow, Uttar Pradesh",Pawan Maan Singh,India,,13,1,4,0,8,1,25,1,2,50,0,25,1,4,0,25,2,3,37,0,37,3,8,0.6666666666666666
170.18,172.72,61.23492,Bantamweight,"Lages, Santa Catarina",Fernando Giacometi,Brazil,,16,0,6,0,10,0,16,1,1,16,0,66,4,6,0,0,0,10,100,0,0,0,10,0.625
175.26,177.8,83.91452,Middleweight,"Hachioji, Tokyo",Jun Ando,Japan,,19,2,12,0,5,2,8,1,8,66,0,25,3,12,0,20,1,3,60,0,20,1,5,0.29411764705882354
185.42,187.96,83.91452,Middleweight,Southampton,Tom Watson,England,Kong,26,0,9,0,17,0,77,7,0,0,0,22,2,9,0,47,8,8,47,0,5,1,17,0.6538461538461539
180.34,182.88,92.079176,Light Heavyweight,Veliko Tarnovo,Stanislav Nedkov,Bulgaria,,15,0,2,1,12,0,0,0,1,50,0,50,1,2,1,16,2,6,50,0,33,4,12,0.8571428571428571
193.04,195.58,83.91452,Middleweight,"Novosibirsk, Novosibirsk Oblast",Andrey Pulyaev,Russia,,12,0,3,0,9,0,66,2,1,33,0,0,0,3,0,22,2,5,55,0,22,2,9,0.75
170.18,172.72,63.50288,Featherweight,"Melbourne, Victoria",Rodolfo Marques,Australia,The Nightmare,44,1,18,0,25,1,33,6,11,61,0,5,1,18,0,64,16,5,20,1,12,3,25,0.5813953488372093
177.8,180.34,83.91452,Middleweight,,Mark Kamba,"Congo, The Democratic Republic of the",Batolo Bacharge,9,0,5,1,3,0,0,0,4,80,0,20,1,5,1,0,0,3,100,0,0,0,3,0.375
167.64,170.18,58.96696,Bantamweight,,John Medina,Puerto Rico,Taino Blood,7,0,7,0,0,0,0,0,6,85,0,14,1,7,0,0,0,0,0,0,0,0,0,0.0
172.72,175.26,56.699,Flyweight,"Fullerton, California",Paul Amaro,United States,,11,0,7,0,4,0,28,2,3,42,0,28,2,7,0,0,0,1,25,0,75,3,4,0.36363636363636365
185.42,187.96,92.98636,Light Heavyweight,"Scottsdale, Arizona",Edwin Dewees,United States,Babyface,56,0,17,1,38,0,23,4,7,41,0,35,6,17,1,10,4,10,26,0,63,24,38,0.6909090909090909
180.34,182.88,77.11064,Welterweight,"Fortaleza, Ceara",Godofredo Castro,Brazil,Pepey,22,0,7,1,14,0,42,3,3,42,0,14,1,7,1,7,1,4,28,0,64,9,14,0.6666666666666666
167.64,170.18,58.96696,Bantamweight,"Phoenix, Arizona",Del Hawkins,United States,The Filipino Delight,39,0,17,0,22,0,29,5,3,17,0,52,9,17,0,4,1,7,31,0,63,14,22,0.5641025641025641
182.88,185.42,70.30676,Lightweight,"Rio de Janeiro, Rio de Janeiro",Leonardo Santos,Brazil,,25,1,6,0,18,1,50,3,2,33,0,16,1,6,0,27,5,3,16,1,50,9,18,0.75
182.88,185.42,83.91452,Middleweight,"Abertillery, Gwent",Jack Marshman,Wales,The Hammer,33,0,10,0,23,0,40,4,4,40,0,20,2,10,0,21,5,13,56,0,21,5,23,0.696969696969697
180.34,182.88,83.91452,Middleweight,"Merrick, New York",Costas Philippou,United States,,19,0,5,1,13,0,80,4,1,20,0,0,0,5,1,38,5,7,53,0,7,1,13,0.7222222222222222
182.88,185.42,79.3786,Middleweight,Astana,Nikolay Veretennikov,Kazakhstan,,18,0,6,0,12,0,50,3,2,33,0,16,1,6,0,16,2,9,75,0,8,1,12,0.6666666666666666
182.88,185.42,83.91452,Middleweight,"Rancho Cucamonga, California",David Gomez,United States,,27,0,10,0,17,0,30,3,5,50,0,20,2,10,0,41,7,9,52,0,5,1,17,0.6296296296296297
154.94,157.48,52.16308,Strawweight,"Fort Lauderdale, Florida",Tecia Pennington,United States,The Tiny Tornado,21,0,7,0,14,0,100,7,0,0,0,0,0,7,0,85,12,1,7,0,7,1,14,0.6666666666666666
165.1,167.64,56.699,Flyweight,"Natal, Rio Grande do Norte",Jussier Formiga,Brazil,,32,0,8,0,24,0,50,4,4,50,0,0,0,8,0,54,13,0,0,0,45,11,24,0.75
177.8,180.34,77.11064,Featherweight,"Boca Raton, Florida",Cristiano Souza,United States,Soldier Boy,9,0,2,0,7,0,0,0,1,50,0,50,1,2,0,14,1,3,42,0,42,3,7,0.7777777777777778
175.26,177.8,70.760352,Welterweight,"Little Rock, Arkansas",T.J. Brown,United States,Downtown,32,0,12,0,20,0,33,4,3,25,0,41,5,12,0,20,4,4,20,0,60,12,20,0.625
190.5,193.04,92.98636,Light Heavyweight,"Hobart, Tasmania",Rob Wilkinson,Australia,Razor,23,0,3,1,19,0,33,1,2,66,0,0,0,3,1,10,2,11,57,0,31,6,19,0.8636363636363636
170.18,172.72,61.23492,Bantamweight,"Ventura, California",Christopher Mario Beal,United States,The Real Deal,19,0,8,0,11,0,37,3,4,50,0,12,1,8,0,72,8,3,27,0,0,0,11,0.5789473684210527
182.88,185.42,77.11064,Welterweight,"Joao Pinheiro, Minas Gerais",Geraldo Coelho de Lima Neto,Brazil,Luan Santana,25,0,7,0,18,0,14,1,4,57,0,28,2,7,0,11,2,9,50,0,38,7,18,0.72
182.88,185.42,77.11064,Welterweight,"Salt Lake City, Utah",DaMarques Johnson,United States,Darkness,30,0,15,0,15,0,13,2,6,40,0,46,7,15,0,13,2,7,46,0,40,6,15,0.5
187.96,190.5,83.91452,Middleweight,"Curitiba, Parana",Anderson Silva,Brazil,The Spider,46,0,11,1,34,0,36,4,4,36,1,18,2,11,1,23,8,23,67,0,8,3,34,0.7555555555555555
177.8,180.34,77.11064,Welterweight,"Portland, Oregon",Nathan Coy,United States,Soulforce,22,0,7,0,15,0,28,2,2,28,0,42,3,7,0,53,8,3,20,0,26,4,15,0.6818181818181818
182.88,185.42,83.91452,Middleweight,"Harlow, Essex",Brett Sizeland,England,,9,0,3,0,6,0,0,0,2,66,0,33,1,3,0,0,0,3,50,1,33,2,6,0.6666666666666666
175.26,177.8,70.30676,Lightweight,"Glyfada, Attica",Anthony Christodoulou,Greece,,20,0,7,0,13,0,28,2,2,28,0,42,3,7,0,30,4,4,30,0,38,5,13,0.65
180.34,182.88,89.811216,Light Heavyweight,"Suginami, Tokyo",Yoji Anjo,Japan,Mr. 200%,6,1,5,0,0,1,20,1,2,40,0,40,2,5,0,0,0,0,0,0,0,0,0,0.0
185.42,187.96,101.151016,Heavyweight,"Sao Carlos, Sao Paulo",Thiago Silva,Brazil,,33,0,9,3,21,0,44,4,4,44,0,11,1,9,3,23,5,15,71,0,4,1,21,0.7
177.8,180.34,72.57472,Welterweight,"Windsor, Ontario",Kyle Prepolec,Canada,Killshot,26,0,8,0,18,0,75,6,0,0,0,25,2,8,0,22,4,10,55,0,22,4,18,0.6923076923076923
177.8,180.34,77.11064,Welterweight,Stockholm,David Bielkheden,Sweden,,39,0,13,0,26,0,69,9,1,7,1,15,2,13,0,38,10,12,46,0,15,4,26,0.6666666666666666
167.64,170.18,65.77083999999999,Featherweight,"Sao Paulo, Sao Paulo",Jackson de Padua,Brazil,Jaco,10,0,6,0,4,0,16,1,2,33,0,50,3,6,0,50,2,0,0,0,50,2,4,0.4
185.42,187.96,77.11064,Welterweight,"Frederick, Maryland",Matthew Semelsberger,United States,Semi the Jedi,19,0,8,0,11,0,50,4,3,37,0,12,1,8,0,36,4,6,54,0,9,1,11,0.5789473684210527
160.02,162.56,52.16308,Strawweight,"Mossoro, Rio Grande do Norte",Claudia Gadelha,Brazil,Claudinha,23,0,5,0,18,0,100,5,0,0,0,0,0,5,0,50,9,2,11,0,38,7,18,0.782608695652174
185.42,187.96,70.30676,Lightweight,"Kensington, Victoria",Callan Potter,Australia,The Rockstar,27,0,9,0,18,0,0,0,5,55,0,44,4,9,0,11,2,6,33,0,55,10,18,0.6666666666666666
180.34,182.88,106.59412,Heavyweight,"Oakhurst, California",Joshua Miranda,United States,,17,0,10,0,7,0,80,8,2,20,0,0,0,10,0,14,1,3,42,0,42,3,7,0.4117647058823529
185.42,187.96,83.91452,Middleweight,"Sumy, Sumy Oblast",Sergey Guzev,Ukraine,,24,0,4,0,20,0,100,4,0,0,0,0,0,4,0,15,3,6,30,0,55,11,20,0.8333333333333334
167.64,170.18,65.77083999999999,Featherweight,"Stoughton, Massachusetts",Don Shainis,United States,Shameless,23,0,8,0,15,0,37,3,3,37,0,25,2,8,0,26,4,8,53,0,20,3,15,0.6521739130434783
152.4,154.94,52.16308,Strawweight,"Carutapera, Maranhao",Talita Alencar,Brazil,Problem Child,8,1,1,0,6,1,100,1,0,0,0,0,0,1,0,50,3,0,0,0,50,3,6,0.8571428571428571
185.42,187.96,77.11064,Welterweight,Ballymena,Rhys McKee,Ireland,Skeletor,21,1,6,0,14,1,66,4,2,33,0,0,0,6,0,0,0,11,78,0,21,3,14,0.7
180.34,182.88,70.30676,Lightweight,"Placerville, California",Dillon Moore,United States,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,3,1.0
180.34,182.88,91.625584,Light Heavyweight,"Montreal, Quebec",Steve Bosse,Canada,The Boss,14,0,2,0,12,0,0,0,2,100,0,0,0,2,0,16,2,9,75,0,8,1,12,0.8571428571428571
177.8,180.34,77.11064,Welterweight,"Bridgewater, Massachusetts",Dan Lauzon,United States,The Upgrade,23,0,6,0,17,0,16,1,3,50,0,33,2,6,0,5,1,9,52,0,41,7,17,0.7391304347826086
175.26,177.8,74.389088,Welterweight,"Trois-Rivieres, Quebec",David Hubert Therrien,Canada,The Madman,6,0,6,0,0,0,0,0,2,33,0,66,4,6,0,0,0,0,0,0,0,0,0,0.0
165.1,167.64,65.77083999999999,Featherweight,"Gaffney, South Carolina",Sara McMann,United States,,21,0,7,0,14,0,14,1,2,28,0,57,4,7,0,57,8,2,14,0,28,4,14,0.6666666666666666
177.8,180.34,61.23492,Bantamweight,"Fayetteville, North Carolina",Da'Mon Blackshear,United States,Da Monster,24,1,7,0,16,1,85,6,1,14,0,0,0,7,0,18,3,2,12,0,68,11,16,0.6956521739130435
175.26,177.8,70.30676,Lightweight,"Stratford, Wisconsin",Brandon Carlson,United States,,13,0,4,0,9,0,0,0,0,0,0,100,4,4,0,0,0,4,44,1,44,4,9,0.6923076923076923
180.34,182.88,83.91452,Middleweight,"Mishawaka, Indiana",Todd Brown,United States,Bulldog,21,0,4,1,16,0,75,3,1,25,0,0,0,4,1,18,3,7,43,0,37,6,16,0.8
175.26,177.8,61.23492,Bantamweight,"Seattle, Washington",Bryan Caraway,United States,Kid Lightning,31,0,9,0,22,0,55,5,2,22,0,22,2,9,0,18,4,2,9,0,72,16,22,0.7096774193548387
182.88,185.42,77.11064,Welterweight,Dublin,Kiefer Crosbie,Ireland,BDK,15,0,5,0,10,0,0,0,1,20,1,60,3,5,0,30,3,5,50,0,20,2,10,0.6666666666666666
177.8,180.34,61.688512,Featherweight,"Lucknow, Uttar Pradesh",Rana Rudra Pratap Singh,India,Ashwathama,13,0,2,0,11,0,0,0,2,100,0,0,0,2,0,0,0,3,27,0,72,8,11,0.8461538461538461
182.88,185.42,84.821704,Light Heavyweight,"Tokiwa, Aomori",Tokimitsu Ishizawa,Japan,Kendo Kashin,7,1,5,0,1,1,0,0,4,80,0,20,1,5,0,0,0,1,100,0,0,0,1,0.16666666666666666
182.88,185.42,83.91452,Middleweight,"Elk Grove, California",Scott Smith,United States,Hands of Steel,30,0,11,1,18,0,18,2,5,45,0,36,4,11,1,0,0,15,83,0,16,3,18,0.6206896551724138
177.8,180.34,111.13004,Heavyweight,"Hartford, Connecticut",William Knight,United States,Knightmare,17,0,6,0,11,0,66,4,2,33,0,0,0,6,0,18,2,9,81,0,0,0,11,0.6470588235294118
187.96,190.5,92.98636,Light Heavyweight,"Halifax, Nova Scotia",Ryan Jimmo,Canada,The Big Deal,24,0,5,0,19,0,40,2,2,40,0,20,1,5,0,47,9,8,42,0,10,2,19,0.7916666666666666
185.42,187.96,77.564232,Middleweight,"Fortaleza, Ceara",Anderson Melo,Brazil,Son,21,0,10,0,11,0,30,3,4,40,0,30,3,10,0,9,1,5,45,0,45,5,11,0.5238095238095238
167.64,170.18,61.23492,Bantamweight,"Ponca City, Oklahoma",Archie Lowe,United States,,15,0,9,0,6,0,0,0,4,44,0,55,5,9,0,16,1,0,0,0,83,5,6,0.4
180.34,182.88,77.11064,Welterweight,"Campina Grande, Paraiba",Kelles Albuquerque,Brazil,Furia,45,0,20,0,25,0,45,9,4,20,0,35,7,20,0,24,6,16,64,0,12,3,25,0.5555555555555556
167.64,170.18,61.23492,Bantamweight,Mexico,Alejandro Perez,Mexico,Turbo,35,1,9,0,25,1,44,4,2,22,0,33,3,9,0,32,8,10,40,0,28,7,25,0.7352941176470589
182.88,185.42,84.368112,Light Heavyweight,"Sydney, New South Wales",Robert Whittaker,Australia,The Reaper / Bobby Knuckles,34,0,8,0,26,0,37,3,3,37,0,25,2,8,0,42,11,10,38,0,19,5,26,0.7647058823529411
177.8,180.34,65.77083999999999,Featherweight,Rivera,Luiz Eduardo Garagorri,Uruguay,,19,0,4,0,15,0,0,0,2,50,0,50,2,4,0,20,3,6,40,0,40,6,15,0.7894736842105263
175.26,177.8,65.77083999999999,Featherweight,Bydgoszcz,Marcin Wrzosek,Poland,The Polish Zombie,21,0,7,0,14,0,85,6,1,14,0,0,0,7,0,42,6,5,35,0,21,3,14,0.6666666666666666
193.04,195.58,112.037224,Heavyweight,"Rio de Janeiro, Rio de Janeiro",Raphael Pessoa,Brazil,Bebezao,16,0,6,0,10,0,0,0,5,83,0,16,1,6,0,30,3,6,60,0,10,1,10,0.625
175.26,177.8,70.30676,Lightweight,"Grozny, Chechnya",Mairbek Taisumov,Russia,Beckan,33,0,6,0,27,0,66,4,1,16,0,16,1,6,0,7,2,15,55,1,33,9,27,0.8181818181818182
175.26,177.8,61.23492,Bantamweight,"Scottsdale, Arizona",Paris Stanford,United States,Superhero,9,0,4,0,5,0,50,2,2,50,0,0,0,4,0,20,1,1,20,0,60,3,5,0.5555555555555556
177.8,180.34,69.853168,Lightweight,"Los Angeles, California",Eric Steans,United States,The Matrix,14,0,7,0,7,0,14,1,4,57,0,28,2,7,0,14,1,3,42,0,42,3,7,0.5
172.72,175.26,83.91452,Middleweight,"Modesto, California",Brian Sleeman,United States,,19,1,9,0,9,1,22,2,2,22,0,55,5,9,0,33,3,2,22,0,44,4,9,0.5
180.34,182.88,78.471416,Middleweight,"Arcata, California",Orion Cosce,United States,Galaxy,10,0,2,0,8,0,0,0,2,100,0,0,0,2,0,12,1,6,75,0,12,1,8,0.8
180.34,182.88,77.11064,Welterweight,"Vallejo, California",Martin Sano,United States,Spartan,8,1,3,0,4,1,33,1,2,66,0,0,0,3,0,0,0,1,25,0,75,3,4,0.5714285714285714
172.72,175.26,61.23492,Bantamweight,"La Grange, Illinois",David Garcia,United States,,9,1,3,0,5,1,0,0,1,33,0,66,2,3,0,0,0,2,40,0,60,3,5,0.625
170.18,172.72,56.699,Flyweight,"Covington, Georgia",Cody Durden,United States,Custom Made,25,1,7,0,17,1,28,2,1,14,0,57,4,7,0,29,5,6,35,0,35,6,17,0.7083333333333334
172.72,175.26,77.11064,Welterweight,,Evan Vasquez Matus,Costa Rica,,16,1,6,1,8,1,50,3,2,33,0,16,1,6,1,25,2,1,12,0,62,5,8,0.5714285714285714
175.26,177.8,77.11064,Welterweight,"Brea, California",Christian Aguilera,United States,The Beast,22,0,8,0,14,0,25,2,4,50,0,25,2,8,0,21,3,11,78,0,0,0,14,0.6363636363636364
182.88,185.42,65.77083999999999,Featherweight,"Salem, Oregon",Shane Sargent,United States,,17,0,15,1,1,0,0,0,8,53,0,46,7,15,1,0,0,1,100,0,0,0,1,0.0625
172.72,175.26,77.11064,Welterweight,"Apopka, Florida",Valentine Woodburn,United States,The Animal,10,0,2,0,8,0,50,1,1,50,0,0,0,2,0,37,3,5,62,0,0,0,8,0.8
177.8,180.34,61.23492,Bantamweight,"Hollis, New Hampshire",Joey Gomez,United States,The KO King,9,0,3,0,6,0,33,1,2,66,0,0,0,3,0,0,0,6,100,0,0,0,6,0.6666666666666666
200.66,203.2,99.79024,Heavyweight,,Jason Jones,United States,,13,1,11,0,1,1,0,0,6,54,1,36,4,11,0,0,0,1,100,0,0,0,1,0.08333333333333333
162.56,165.1,65.77083999999999,Featherweight,"Maracanau, Ceara",Daniel Oliveira,Brazil,Jubileu,41,1,11,0,29,1,72,8,1,9,0,18,2,11,0,24,7,11,37,0,37,11,29,0.725
165.1,167.64,56.699,Flyweight,"Curitiba, Parana",Andrey Adam,Brazil,,3,0,2,0,1,0,0,0,1,50,0,50,1,2,0,0,0,0,0,0,100,1,1,0.3333333333333333
172.72,175.26,83.91452,Middleweight,"St. Paul, Minnesota",Rico Washington,United States,The Ill Silverback,15,0,9,0,6,0,44,4,1,11,0,44,4,9,0,33,2,3,50,0,16,1,6,0.4
193.04,195.58,119.748288,Heavyweight,"Boyle, Alberta",Tim Hague,Canada,The Thrashing Machine,34,0,13,0,21,0,38,5,8,61,0,0,0,13,0,9,2,15,71,0,19,4,21,0.6176470588235294
177.8,180.34,72.121128,Welterweight,"Jefferson, Iowa",Johnny Case,United States,Hollywood,39,1,10,0,28,1,30,3,4,40,0,30,3,10,0,14,4,20,71,0,14,4,28,0.7368421052631579
175.26,177.8,83.007336,Middleweight,"Sagamihara, Kanagawa",Kazuhiro Kusayanagi,Japan,,29,3,17,0,9,3,41,7,6,35,0,23,4,17,0,0,0,0,0,0,100,9,9,0.34615384615384615
177.8,180.34,77.11064,Welterweight,"Coconut Creek, Florida",Hayder Hassan,United States,Hulk,14,0,5,0,9,0,20,1,1,20,1,40,2,5,0,33,3,6,66,0,0,0,9,0.6428571428571429
170.18,172.72,77.11064,Welterweight,"North Hollywood, California",Karen Darabedyan,United States,,20,0,6,0,14,0,33,2,2,33,0,33,2,6,0,42,6,3,21,0,35,5,14,0.7
180.34,182.88,77.11064,Welterweight,"Riverside, California",Lorenz Larkin,United States,The Monsoon,37,0,8,2,27,0,75,6,2,25,0,0,0,8,2,44,12,15,55,0,0,0,27,0.7714285714285715
175.26,177.8,70.30676,Lightweight,Tiberias,Yanal Ashmouz,Israel,Red Fox,9,0,1,0,8,0,100,1,0,0,0,0,0,1,0,25,2,4,50,0,25,2,8,0.8888888888888888
